Dataset,SeriesLength,LengthBin,Estimator,Stage,MeanTime,PctOfTotal
RefrigerationDevices,720,Medium-long,moment_quant_exact,Classification (inference),0.011287990266282527,0.4264223411086166
RefrigerationDevices,720,Medium-long,moment_quant_exact,Classification (training),2.3765890665987777,89.77954885904998
RefrigerationDevices,720,Medium-long,moment_quant_exact,Transformation (inference),0.13009527920027417,4.91456248766148
RefrigerationDevices,720,Medium-long,moment_quant_exact,Transformation (training),0.12916623480220243,4.87946631217992
RefrigerationDevices,720,Medium-long,quant,Classification (inference),0.01129904719855399,0.39962717764639877
RefrigerationDevices,720,Medium-long,quant,Classification (training),2.387669557032253,84.44762018085369
RefrigerationDevices,720,Medium-long,quant,Transformation (inference),0.21179514856873233,7.490817232142724
RefrigerationDevices,720,Medium-long,quant,Transformation (training),0.21663333893472247,7.661935409357179
Rock,2844,Long,moment_quant_approx,Classification (inference),0.005832569366611963,1.1415391469196743
Rock,2844,Long,moment_quant_approx,Classification (training),0.39044358329992973,76.4168597036962
Rock,2844,Long,moment_quant_approx,Transformation (inference),0.06914321949734581,13.53257661230848
Rock,2844,Long,moment_quant_approx,Transformation (training),0.04551968606732161,8.90902453707564
Rock,2844,Long,moment_quant_exact,Classification (inference),0.005864106865192254,1.0023843355841253
Rock,2844,Long,moment_quant_exact,Classification (training),0.4007088986002297,68.4953961992419
Rock,2844,Long,moment_quant_exact,Transformation (inference),0.11055062780166429,18.89703242878166
Rock,2844,Long,moment_quant_exact,Transformation (training),0.06789217923311901,11.60518703639232
Rock,2844,Long,quant,Classification (inference),0.005930759632610667,0.8888189520250104
Rock,2844,Long,quant,Classification (training),0.4001207583996196,59.96447929009305
Rock,2844,Long,quant,Transformation (inference),0.17716200006786187,26.55055220466879
Rock,2844,Long,quant,Transformation (training),0.08404944013212415,12.596149553213149
ScreenType,720,Medium-long,moment_quant_approx,Classification (inference),0.011962351363035804,0.4051812438765433
ScreenType,720,Medium-long,moment_quant_approx,Classification (training),2.7218538764010494,92.19292309856452
ScreenType,720,Medium-long,moment_quant_approx,Transformation (inference),0.10817878476761199,3.6641637787564703
ScreenType,720,Medium-long,moment_quant_approx,Transformation (training),0.11035076946621601,3.7377318788024683
ScreenType,720,Medium-long,moment_quant_exact,Classification (inference),0.011946504100827303,0.4417834228567744
ScreenType,720,Medium-long,moment_quant_exact,Classification (training),2.4935856401677787,92.2131520654259
ScreenType,720,Medium-long,moment_quant_exact,Transformation (inference),0.09935703906618674,3.674237453326159
ScreenType,720,Medium-long,moment_quant_exact,Transformation (training),0.09926481673513379,3.6708270583911604
ScreenType,720,Medium-long,quant,Classification (inference),0.011955122200015413,0.42044168676748006
ScreenType,720,Medium-long,quant,Classification (training),2.5010846430654055,87.95897093191604
ScreenType,720,Medium-long,quant,Transformation (inference),0.16459110003343083,5.788394176755592
ScreenType,720,Medium-long,quant,Transformation (training),0.1658365111002543,5.832193204560883
SemgHandGenderCh2,1500,Long,moment_quant_approx,Classification (inference),0.0172291346995431,0.583840022280348
SemgHandGenderCh2,1500,Long,moment_quant_approx,Classification (training),2.489968573532921,84.37703534161695
SemgHandGenderCh2,1500,Long,moment_quant_approx,Transformation (inference),0.2760955764334842,9.355992062718373
SemgHandGenderCh2,1500,Long,moment_quant_approx,Transformation (training),0.16770939450119232,5.6831325733843405
SemgHandGenderCh2,1500,Long,moment_quant_exact,Classification (inference),0.017708423566364165,0.48068595693729216
SemgHandGenderCh2,1500,Long,moment_quant_exact,Classification (training),2.7899712278658018,75.73231939411619
SemgHandGenderCh2,1500,Long,moment_quant_exact,Transformation (inference),0.5875665444672147,15.949188567412936
SemgHandGenderCh2,1500,Long,moment_quant_exact,Transformation (training),0.2887440082651059,7.837806081533591
SemgHandGenderCh2,1500,Long,quant,Classification (inference),0.017745730600048124,0.3951912204333877
SemgHandGenderCh2,1500,Long,quant,Classification (training),2.79352921530129,62.2109196173781
SemgHandGenderCh2,1500,Long,quant,Transformation (inference),1.1195860249659746,24.932789613365873
SemgHandGenderCh2,1500,Long,quant,Transformation (training),0.5595552333659726,12.46109954882264
SemgHandMovementCh2,1500,Long,moment_quant_approx,Classification (inference),0.01757196106724824,0.26073845924624045
SemgHandMovementCh2,1500,Long,moment_quant_approx,Classification (training),6.354726729167548,94.29349689274727
SemgHandMovementCh2,1500,Long,moment_quant_approx,Transformation (inference),0.17530813473228285,2.601278978965201
SemgHandMovementCh2,1500,Long,moment_quant_approx,Transformation (training),0.1916985763329042,2.8444856690412985
SemgHandMovementCh2,1500,Long,moment_quant_exact,Classification (inference),0.017745589033196014,0.23334459179266295
SemgHandMovementCh2,1500,Long,moment_quant_exact,Classification (training),6.721390561132769,88.38253460240941
SemgHandMovementCh2,1500,Long,moment_quant_exact,Transformation (inference),0.43740227913367563,5.7515958519437085
SemgHandMovementCh2,1500,Long,moment_quant_exact,Transformation (training),0.42834707366661556,5.632524953854209
SemgHandMovementCh2,1500,Long,quant,Classification (inference),0.017814419331746895,0.21079581675650133
SemgHandMovementCh2,1500,Long,quant,Classification (training),6.729578631934419,79.63027016085226
SemgHandMovementCh2,1500,Long,quant,Transformation (inference),0.8512937028669209,10.073252911236034
SemgHandMovementCh2,1500,Long,quant,Transformation (training),0.8523440138659983,10.085681111155205
SemgHandSubjectCh2,1500,Long,moment_quant_approx,Classification (inference),0.01583175139821828,0.2708226868587771
SemgHandSubjectCh2,1500,Long,moment_quant_approx,Classification (training),5.457673545868602,93.36060025908104
SemgHandSubjectCh2,1500,Long,moment_quant_approx,Transformation (inference),0.18550726936615922,3.1733429775326156
SemgHandSubjectCh2,1500,Long,moment_quant_approx,Transformation (training),0.18678697913176917,3.1952340765275706
SemgHandSubjectCh2,1500,Long,moment_quant_exact,Classification (inference),0.016641651234628265,0.2382300632458653
SemgHandSubjectCh2,1500,Long,moment_quant_exact,Classification (training),6.10213288753051,87.35380180941164
SemgHandSubjectCh2,1500,Long,moment_quant_exact,Transformation (inference),0.43357802086732894,6.206795099653954
SemgHandSubjectCh2,1500,Long,moment_quant_exact,Transformation (training),0.4331852889023139,6.201173027688552
SemgHandSubjectCh2,1500,Long,quant,Classification (inference),0.016727140166525066,0.21400797736685784
SemgHandSubjectCh2,1500,Long,quant,Classification (training),6.1044070791327005,78.10012943177905
SemgHandSubjectCh2,1500,Long,quant,Transformation (inference),0.840464856934462,10.752954915773602
SemgHandSubjectCh2,1500,Long,quant,Transformation (training),0.8545301972330587,10.932907675080488
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_approx,Classification (inference),0.005368270734713047,1.803078551543862
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_approx,Classification (training),0.23530569176606753,79.03376466020701
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_approx,Transformation (inference),0.027535784634528642,9.248636130328022
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_approx,Transformation (training),0.029518309699293803,9.914520657921104
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_exact,Classification (inference),0.0051867388969791236,1.785158576802926
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_exact,Classification (training),0.23616001806852482,81.28095323990586
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_exact,Transformation (inference),0.022354098600044333,7.693776693831525
ShakeGestureWiimoteZ,385,Medium-long,moment_quant_exact,Transformation (training),0.026846940264901246,9.24011148945969
ShakeGestureWiimoteZ,385,Medium-long,quant,Classification (inference),0.005249237534493,1.656706786896635
ShakeGestureWiimoteZ,385,Medium-long,quant,Classification (training),0.23560899303265612,74.36032666576291
ShakeGestureWiimoteZ,385,Medium-long,quant,Transformation (inference),0.03762724443270898,11.875498263179372
ShakeGestureWiimoteZ,385,Medium-long,quant,Transformation (training),0.038362236134707885,12.107468284161078
ShapeletSim,500,Medium-long,moment_quant_approx,Classification (inference),0.005831958232253433,3.1621319856136028
ShapeletSim,500,Medium-long,moment_quant_approx,Classification (training),0.10328954450136124,56.00437442107877
ShapeletSim,500,Medium-long,moment_quant_approx,Transformation (inference),0.04818182086698164,26.12454870578139
ShapeletSim,500,Medium-long,moment_quant_approx,Transformation (training),0.0271278847988772,14.708944887526226
ShapeletSim,500,Medium-long,moment_quant_exact,Classification (inference),0.005764566634024903,3.5184121333881833
ShapeletSim,500,Medium-long,moment_quant_exact,Classification (training),0.09472386250029857,57.8148555305614
ShapeletSim,500,Medium-long,moment_quant_exact,Transformation (inference),0.04743975136564885,28.954925392765695
ShapeletSim,500,Medium-long,moment_quant_exact,Transformation (training),0.015911825033253935,9.711806943284719
ShapeletSim,500,Medium-long,quant,Classification (inference),0.005888836135757873,2.531562428483141
ShapeletSim,500,Medium-long,quant,Classification (training),0.09314327779866285,40.04153233421843
ShapeletSim,500,Medium-long,quant,Transformation (inference),0.10079524309985569,43.33104955187886
ShapeletSim,500,Medium-long,quant,Transformation (training),0.03278930963375989,14.095855685419572
ShapesAll,512,Medium-long,moment_quant_approx,Classification (inference),0.01879975556657878,0.34409241714084854
ShapesAll,512,Medium-long,moment_quant_approx,Classification (training),5.213492051399468,95.42268118101421
ShapesAll,512,Medium-long,moment_quant_approx,Transformation (inference),0.11554167913272971,2.114762370845462
ShapesAll,512,Medium-long,moment_quant_approx,Transformation (training),0.11574392220063598,2.1184640309994673
ShapesAll,512,Medium-long,moment_quant_exact,Classification (inference),0.020076341733511027,0.3570759380664552
ShapesAll,512,Medium-long,moment_quant_exact,Classification (training),5.2934230402310885,94.14832755701184
ShapesAll,512,Medium-long,moment_quant_exact,Transformation (inference),0.15743254583503583,2.800080549157123
ShapesAll,512,Medium-long,moment_quant_exact,Transformation (training),0.15149725133330014,2.6945159557645746
ShapesAll,512,Medium-long,quant,Classification (inference),0.019861522165107653,0.3410273580421358
ShapesAll,512,Medium-long,quant,Classification (training),5.290748542933337,90.8434903761595
ShapesAll,512,Medium-long,quant,Transformation (inference),0.259149744566821,4.449666646505906
ShapesAll,512,Medium-long,quant,Transformation (training),0.25426623889992084,4.3658156192924675
SharePriceIncrease,60,Short,moment_quant_approx,Classification (inference),0.02003119729973448,1.9532352041566734
SharePriceIncrease,60,Short,moment_quant_approx,Classification (training),0.918922983300096,89.60386611109931
SharePriceIncrease,60,Short,moment_quant_approx,Transformation (inference),0.04273511106633421,4.167086077746129
SharePriceIncrease,60,Short,moment_quant_approx,Transformation (training),0.043850144501387404,4.275812606997903
SharePriceIncrease,60,Short,moment_quant_exact,Classification (inference),0.01994334849975222,1.6439874326708968
SharePriceIncrease,60,Short,moment_quant_exact,Classification (training),0.9227189054668997,76.06236658273686
SharePriceIncrease,60,Short,moment_quant_exact,Transformation (inference),0.13415135423371488,11.058480998752495
SharePriceIncrease,60,Short,moment_quant_exact,Transformation (training),0.13629472239990717,11.235164985839756
SharePriceIncrease,60,Short,quant,Classification (inference),0.019961584701377384,1.9355445250005472
SharePriceIncrease,60,Short,quant,Classification (training),0.9219993736992668,89.40025887295465
SharePriceIncrease,60,Short,quant,Transformation (inference),0.04474193190011036,4.338332984215947
SharePriceIncrease,60,Short,quant,Transformation (training),0.044613333301579836,4.325863617828852
SmallKitchenAppliances,720,Medium-long,moment_quant_approx,Classification (inference),0.010497079234725442,0.4794863917794183
SmallKitchenAppliances,720,Medium-long,moment_quant_approx,Classification (training),1.9608712749997115,89.56882875411686
SmallKitchenAppliances,720,Medium-long,moment_quant_approx,Transformation (inference),0.10720454166633615,4.89689729081123
SmallKitchenAppliances,720,Medium-long,moment_quant_approx,Transformation (training),0.11066112923387357,5.054787563292483
SmallKitchenAppliances,720,Medium-long,moment_quant_exact,Classification (inference),0.010449588867292378,0.5696490773865831
SmallKitchenAppliances,720,Medium-long,moment_quant_exact,Classification (training),1.647534023532838,89.81369969550465
SmallKitchenAppliances,720,Medium-long,moment_quant_exact,Transformation (inference),0.0900055680671357,4.906565173064487
SmallKitchenAppliances,720,Medium-long,moment_quant_exact,Transformation (training),0.08640137366698276,4.710086054044275
SmallKitchenAppliances,720,Medium-long,quant,Classification (inference),0.010499872200792447,0.5369406071517207
SmallKitchenAppliances,720,Medium-long,quant,Classification (training),1.6450633763345346,84.12495992336552
SmallKitchenAppliances,720,Medium-long,quant,Transformation (inference),0.14908888486534122,7.624081020064949
SmallKitchenAppliances,720,Medium-long,quant,Transformation (training),0.15084761106651662,7.714018449417802
SmoothSubspace,15,Short,moment_quant_approx,Classification (inference),0.006078533432931443,6.435993518000971
SmoothSubspace,15,Short,moment_quant_approx,Classification (training),0.07972834446603275,84.41692619544776
SmoothSubspace,15,Short,moment_quant_approx,Transformation (inference),0.004103095734414283,4.344386329663147
SmoothSubspace,15,Short,moment_quant_approx,Transformation (training),0.004535948599611053,4.802693956888133
SmoothSubspace,15,Short,moment_quant_exact,Classification (inference),0.0059420958345677895,6.0258851753922
SmoothSubspace,15,Short,moment_quant_exact,Classification (training),0.08311220273317299,84.28416577035007
SmoothSubspace,15,Short,moment_quant_exact,Transformation (inference),0.004287291766377113,4.347746757516243
SmoothSubspace,15,Short,moment_quant_exact,Transformation (training),0.005267919499116596,5.342202296741509
SmoothSubspace,15,Short,quant,Classification (inference),0.0059561054993536805,6.304528977171915
SmoothSubspace,15,Short,quant,Classification (training),0.07990914306574264,84.58371129484169
SmoothSubspace,15,Short,quant,Transformation (inference),0.0038915166350003403,4.11916467785342
SmoothSubspace,15,Short,quant,Transformation (training),0.00471667636738852,4.992595050132961
SonyAIBORobotSurface1,70,Short,moment_quant_approx,Classification (inference),0.0068179751338902335,5.536079600564899
SonyAIBORobotSurface1,70,Short,moment_quant_approx,Classification (training),0.06177579870030357,50.16089561450433
SonyAIBORobotSurface1,70,Short,moment_quant_approx,Transformation (inference),0.034966824832372324,28.39246577606235
SonyAIBORobotSurface1,70,Short,moment_quant_approx,Transformation (training),0.019594695798392982,15.91055900886842
SonyAIBORobotSurface1,70,Short,moment_quant_exact,Classification (inference),0.007339470765630977,4.279137172362506
SonyAIBORobotSurface1,70,Short,moment_quant_exact,Classification (training),0.0639397305999106,37.278829324065
SonyAIBORobotSurface1,70,Short,moment_quant_exact,Transformation (inference),0.09495244580078478,55.360196042410884
SonyAIBORobotSurface1,70,Short,moment_quant_exact,Transformation (training),0.005285891767319557,3.081837461161615
SonyAIBORobotSurface1,70,Short,quant,Classification (inference),0.006831751400507787,5.460479169611459
SonyAIBORobotSurface1,70,Short,quant,Classification (training),0.06196709860038629,49.52903454354597
SonyAIBORobotSurface1,70,Short,quant,Transformation (inference),0.03685467499987372,29.45718796568808
SonyAIBORobotSurface1,70,Short,quant,Transformation (training),0.019459147134815138,15.553298321154486
SonyAIBORobotSurface2,65,Short,moment_quant_approx,Classification (inference),0.00854588753378868,6.155587312878554
SonyAIBORobotSurface2,65,Short,moment_quant_approx,Classification (training),0.06513595013335964,46.91730691141498
SonyAIBORobotSurface2,65,Short,moment_quant_approx,Transformation (inference),0.0457171054333836,32.92994824406568
SonyAIBORobotSurface2,65,Short,moment_quant_approx,Transformation (training),0.01943244859964272,13.99715753164079
SonyAIBORobotSurface2,65,Short,moment_quant_exact,Classification (inference),0.009042247232476519,4.1038006086770595
SonyAIBORobotSurface2,65,Short,moment_quant_exact,Classification (training),0.06735463049990353,30.56872550995473
SonyAIBORobotSurface2,65,Short,moment_quant_exact,Transformation (inference),0.13768812080185544,62.48939886589438
SonyAIBORobotSurface2,65,Short,moment_quant_exact,Transformation (training),0.006253368133911807,2.83807501547383
SonyAIBORobotSurface2,65,Short,quant,Classification (inference),0.008530772131052746,6.194870005692067
SonyAIBORobotSurface2,65,Short,quant,Classification (training),0.06536127223225771,47.464001929157085
SonyAIBORobotSurface2,65,Short,quant,Transformation (inference),0.044417993035070394,32.25542641848059
SonyAIBORobotSurface2,65,Short,quant,Transformation (training),0.019397002833526685,14.085701646670266
StarLightCurves,1024,Long,moment_quant_approx,Classification (inference),0.1857042124669533,2.004809289240282
StarLightCurves,1024,Long,moment_quant_approx,Classification (training),5.2669038277992515,56.85997953000755
StarLightCurves,1024,Long,moment_quant_approx,Transformation (inference),3.515659661133638,37.954050976104355
StarLightCurves,1024,Long,moment_quant_approx,Transformation (training),0.29466885139942556,3.1811602046478047
StarLightCurves,1024,Long,moment_quant_exact,Classification (inference),0.21650713056587845,1.8455783214084063
StarLightCurves,1024,Long,moment_quant_exact,Classification (training),5.138645288899715,43.80351040546928
StarLightCurves,1024,Long,moment_quant_exact,Transformation (inference),5.738138969301265,48.91379262794685
StarLightCurves,1024,Long,moment_quant_exact,Transformation (training),0.6378352751319957,5.43711864517547
StarLightCurves,1024,Long,quant,Classification (inference),0.19933973750012227,1.5324682492921622
StarLightCurves,1024,Long,quant,Classification (training),5.146330467966618,39.56355186089717
StarLightCurves,1024,Long,quant,Transformation (inference),6.839573900131897,52.58073463969051
StarLightCurves,1024,Long,quant,Transformation (training),0.8225123417010763,6.323245250120147
Strawberry,235,Medium-short,moment_quant_approx,Classification (inference),0.008233086333105603,0.9934386334534789
Strawberry,235,Medium-short,moment_quant_approx,Classification (training),0.7204091681337256,86.92758347988358
Strawberry,235,Medium-short,moment_quant_approx,Transformation (inference),0.03995735536591378,4.821421627939494
Strawberry,235,Medium-short,moment_quant_approx,Transformation (training),0.060146732000672845,7.25755625872345
Strawberry,235,Medium-short,moment_quant_exact,Classification (inference),0.008301172232798566,0.9100897760980848
Strawberry,235,Medium-short,moment_quant_exact,Classification (training),0.7349649818992475,80.57706755845962
Strawberry,235,Medium-short,moment_quant_exact,Transformation (inference),0.10201204306649739,11.183976772205545
Strawberry,235,Medium-short,moment_quant_exact,Transformation (training),0.06684854576839518,7.328865893236747
Strawberry,235,Medium-short,quant,Classification (inference),0.008354204133017096,0.9015144182866811
Strawberry,235,Medium-short,quant,Classification (training),0.7353659361013949,79.35441647783509
Strawberry,235,Medium-short,quant,Transformation (inference),0.07375370283261869,7.95887022234209
Strawberry,235,Medium-short,quant,Transformation (training),0.10921173883349786,11.78519888153615
SwedishLeaf,128,Short,moment_quant_approx,Classification (inference),0.013833442999748462,1.7864888629892504
SwedishLeaf,128,Short,moment_quant_approx,Classification (training),0.6708484265337271,86.63521024940486
SwedishLeaf,128,Short,moment_quant_approx,Transformation (inference),0.04746629713238989,6.129928116658669
SwedishLeaf,128,Short,moment_quant_approx,Transformation (training),0.04218876239853363,5.4483727709472225
SwedishLeaf,128,Short,moment_quant_exact,Classification (inference),0.01462445283250413,1.5472630842146822
SwedishLeaf,128,Short,moment_quant_exact,Classification (training),0.6976882179345315,73.81522141480255
SwedishLeaf,128,Short,moment_quant_exact,Transformation (inference),0.12749089446588183,13.48850154189269
SwedishLeaf,128,Short,moment_quant_exact,Transformation (training),0.10537847793117781,11.14901395909008
SwedishLeaf,128,Short,quant,Classification (inference),0.013730054334155235,1.6602976804953025
SwedishLeaf,128,Short,quant,Classification (training),0.6974323665975438,84.33654466200596
SwedishLeaf,128,Short,quant,Transformation (inference),0.06267645546710503,7.579108654714887
SwedishLeaf,128,Short,quant,Transformation (training),0.05312453476847922,6.424049002783856
Symbols,398,Medium-long,moment_quant_approx,Classification (inference),0.013277322299351553,4.074404926662859
Symbols,398,Medium-long,moment_quant_approx,Classification (training),0.13440624163437553,41.24517284001486
Symbols,398,Medium-long,moment_quant_approx,Transformation (inference),0.15140538750129048,46.461691811810965
Symbols,398,Medium-long,moment_quant_approx,Transformation (training),0.026782495766140772,8.21873042151131
Symbols,398,Medium-long,moment_quant_exact,Classification (inference),0.014406315264932298,3.915092785631484
Symbols,398,Medium-long,moment_quant_exact,Classification (training),0.13543293886565755,36.80556145959767
Symbols,398,Medium-long,moment_quant_exact,Transformation (inference),0.2034666375009692,55.2945531142022
Symbols,398,Medium-long,moment_quant_exact,Transformation (training),0.014662788901478005,3.984792640568644
Symbols,398,Medium-long,quant,Classification (inference),0.014796508499421136,3.089702687713934
Symbols,398,Medium-long,quant,Classification (training),0.13432051106744133,28.04786305339659
Symbols,398,Medium-long,quant,Transformation (inference),0.2999449499669329,62.63239183185071
Symbols,398,Medium-long,quant,Transformation (training),0.029835516566041966,6.2300424270387715
SyntheticControl,60,Short,moment_quant_approx,Classification (inference),0.00709134446806269,2.8370242252641864
SyntheticControl,60,Short,moment_quant_approx,Classification (training),0.1945386446008342,77.82880241797154
SyntheticControl,60,Short,moment_quant_approx,Transformation (inference),0.023876241666342397,9.552134481796086
SyntheticControl,60,Short,moment_quant_approx,Transformation (training),0.0244509041003766,9.782038874968189
SyntheticControl,60,Short,moment_quant_exact,Classification (inference),0.007238456897418124,2.3656795369288863
SyntheticControl,60,Short,moment_quant_exact,Classification (training),0.2106875361341129,68.85710586965251
SyntheticControl,60,Short,moment_quant_exact,Transformation (inference),0.04365695003410409,14.268006952869348
SyntheticControl,60,Short,moment_quant_exact,Transformation (training),0.04439497086665743,14.509207640549263
SyntheticControl,60,Short,quant,Classification (inference),0.0070891166998383465,2.660304639441852
SyntheticControl,60,Short,quant,Classification (training),0.21006291529871907,78.8294750679737
SyntheticControl,60,Short,quant,Transformation (inference),0.02415075689981066,9.06295852458793
SyntheticControl,60,Short,quant,Transformation (training),0.025174839067039954,9.447261767996505
ToeSegmentation1,277,Medium-short,moment_quant_approx,Classification (inference),0.006419308434124054,3.3386906440946515
ToeSegmentation1,277,Medium-short,moment_quant_approx,Classification (training),0.12127618609908188,63.07590171677701
ToeSegmentation1,277,Medium-short,moment_quant_approx,Transformation (inference),0.03927619853202482,20.42760180791482
ToeSegmentation1,277,Medium-short,moment_quant_approx,Transformation (training),0.025298544534598424,13.157805831213526
ToeSegmentation1,277,Medium-short,moment_quant_exact,Classification (inference),0.006657155533321163,2.966441968512566
ToeSegmentation1,277,Medium-short,moment_quant_exact,Classification (training),0.1237089818998356,55.12497251308092
ToeSegmentation1,277,Medium-short,moment_quant_exact,Transformation (inference),0.07621827086744207,33.96301563587505
ToeSegmentation1,277,Medium-short,moment_quant_exact,Transformation (training),0.017831090265826736,7.945569882531463
ToeSegmentation1,277,Medium-short,quant,Classification (inference),0.006341261066457526,2.798393015644946
ToeSegmentation1,277,Medium-short,quant,Classification (training),0.12313079863330732,54.337514777438535
ToeSegmentation1,277,Medium-short,quant,Transformation (inference),0.06561459726702495,28.955664936686368
ToeSegmentation1,277,Medium-short,quant,Transformation (training),0.03151700559974411,13.908427270230147
ToeSegmentation2,343,Medium-long,moment_quant_approx,Classification (inference),0.0056408680674697,3.02701308724954
ToeSegmentation2,343,Medium-long,moment_quant_approx,Classification (training),0.11870219709914329,63.69819322251171
ToeSegmentation2,343,Medium-long,moment_quant_approx,Transformation (inference),0.034557570966232215,18.544347842771376
ToeSegmentation2,343,Medium-long,moment_quant_approx,Transformation (training),0.02745032783326067,14.730445847467376
ToeSegmentation2,343,Medium-long,moment_quant_exact,Classification (inference),0.006148129198118061,3.1411657231684833
ToeSegmentation2,343,Medium-long,moment_quant_exact,Classification (training),0.12125905420010284,61.95295713593398
ToeSegmentation2,343,Medium-long,moment_quant_exact,Transformation (inference),0.049844072267781744,25.466037922334863
ToeSegmentation2,343,Medium-long,moment_quant_exact,Transformation (training),0.018476373499530938,9.439839218562666
ToeSegmentation2,343,Medium-long,quant,Classification (inference),0.005607685900273844,2.639829276205174
ToeSegmentation2,343,Medium-long,quant,Classification (training),0.12059719180057676,56.771367584576495
ToeSegmentation2,343,Medium-long,quant,Transformation (inference),0.053594132065578934,25.22954412489701
ToeSegmentation2,343,Medium-long,quant,Transformation (training),0.03262707213289099,15.359259014321326
Tools,2926,Long,moment_quant_approx,Classification (inference),0.008437218065470565,0.10316913594336778
Tools,2926,Long,moment_quant_approx,Classification (training),7.791918695934388,95.2785044741746
Tools,2926,Long,moment_quant_approx,Transformation (inference),0.13862942766815342,1.6951414741049862
Tools,2926,Long,moment_quant_approx,Transformation (training),0.2390593693994257,2.9231849157770444
Tools,2926,Long,moment_quant_exact,Classification (inference),0.00845751389861102,0.09887911013930162
Tools,2926,Long,moment_quant_exact,Classification (training),7.736914644500939,90.45438700344593
Tools,2926,Long,moment_quant_exact,Transformation (inference),0.24386259023400875,2.8510642971055598
Tools,2926,Long,moment_quant_exact,Transformation (training),0.5641532083333004,6.595669589309222
Tools,2926,Long,quant,Classification (inference),0.00845553486772887,0.09151480638712732
Tools,2926,Long,quant,Classification (training),7.73581407499975,83.72522121839081
Tools,2926,Long,quant,Transformation (inference),0.44910909159953005,4.860737044712701
Tools,2926,Long,quant,Transformation (training),1.0461478861325304,11.322526930509362
Trace,275,Medium-short,moment_quant_approx,Classification (inference),0.005254690231716533,2.7441057088120155
Trace,275,Medium-short,moment_quant_approx,Classification (training),0.1305227902339538,68.1616456949669
Trace,275,Medium-short,moment_quant_approx,Transformation (inference),0.02694044443342131,14.068845946706674
Trace,275,Medium-short,moment_quant_approx,Transformation (training),0.028772155633972285,15.02540264951442
Trace,275,Medium-short,moment_quant_exact,Classification (inference),0.005363037334366954,2.4644673944809274
Trace,275,Medium-short,moment_quant_exact,Classification (training),0.13854051813541443,63.66328788563696
Trace,275,Medium-short,moment_quant_exact,Transformation (inference),0.03487820279842704,16.027521013885135
Trace,275,Medium-short,moment_quant_exact,Transformation (training),0.03883269856645101,17.844723705996966
Trace,275,Medium-short,quant,Classification (inference),0.005277877732684477,2.3220769534422137
Trace,275,Medium-short,quant,Classification (training),0.1386055777664296,60.981484235002405
Trace,275,Medium-short,quant,Transformation (inference),0.04113016946794227,18.095799760807186
Trace,275,Medium-short,quant,Transformation (training),0.0422776250003759,18.600639050748196
TwoLeadECG,82,Short,moment_quant_approx,Classification (inference),0.0093574762999196,6.392745674172406
TwoLeadECG,82,Short,moment_quant_approx,Classification (training),0.0655379069668318,44.77352202966599
TwoLeadECG,82,Short,moment_quant_approx,Transformation (inference),0.05345276946706382,36.51732046449779
TwoLeadECG,82,Short,moment_quant_approx,Transformation (training),0.018028330499752533,12.316411831663812
TwoLeadECG,82,Short,moment_quant_exact,Classification (inference),0.009518547331875451,3.5420199991532444
TwoLeadECG,82,Short,moment_quant_exact,Classification (training),0.0674036027999439,25.082074061120696
TwoLeadECG,82,Short,moment_quant_exact,Transformation (inference),0.1854715401010859,69.01724406116503
TwoLeadECG,82,Short,moment_quant_exact,Transformation (training),0.0063384833333353634,2.358661878561024
TwoLeadECG,82,Short,quant,Classification (inference),0.009148040233412718,5.7890814074289985
TwoLeadECG,82,Short,quant,Classification (training),0.06553974566777465,41.474995016653644
TwoLeadECG,82,Short,quant,Transformation (inference),0.062644225100909,39.642645808432356
TwoLeadECG,82,Short,quant,Transformation (training),0.02069030013129421,13.093277767485004
TwoPatterns,128,Short,moment_quant_approx,Classification (inference),0.047299936065489066,4.083325135055321
TwoPatterns,128,Short,moment_quant_approx,Classification (training),0.8437278735674529,72.83762981232555
TwoPatterns,128,Short,moment_quant_approx,Transformation (inference),0.19901591533416646,17.18071432982266
TwoPatterns,128,Short,moment_quant_approx,Transformation (training),0.06832438193232515,5.89833072279647
TwoPatterns,128,Short,moment_quant_exact,Classification (inference),0.05395947356737448,4.407064558346056
TwoPatterns,128,Short,moment_quant_exact,Classification (training),0.9333669374658106,76.23143959885968
TwoPatterns,128,Short,moment_quant_exact,Transformation (inference),0.18528057220052382,15.132531678157674
TwoPatterns,128,Short,moment_quant_exact,Transformation (training),0.05177883759994676,4.228964164636581
TwoPatterns,128,Short,quant,Classification (inference),0.054821884798487465,3.9045960813573437
TwoPatterns,128,Short,quant,Classification (training),0.9332049764013693,66.46594708214941
TwoPatterns,128,Short,quant,Transformation (inference),0.3240008985002835,23.07641634888426
TwoPatterns,128,Short,quant,Transformation (training),0.0920069638974382,6.553040487608984
UMD,150,Medium-short,moment_quant_approx,Classification (inference),0.00545643736792646,3.7955042185913577
UMD,150,Medium-short,moment_quant_approx,Classification (training),0.09226833053253354,64.18195869655821
