Dataset,SeriesLength,LengthBin,Estimator,Stage,MeanTime,PctOfTotal
GesturePebbleZ1,455,Medium-long,quant,Transformation (training),0.0728883846328244,11.625668128010858
GesturePebbleZ2,455,Medium-long,moment_quant_approx,Classification (inference),0.006429182000283567,1.0043413347922074
GesturePebbleZ2,455,Medium-long,moment_quant_approx,Classification (training),0.5455559708677659,85.22459186270102
GesturePebbleZ2,455,Medium-long,moment_quant_approx,Transformation (inference),0.044265066532049445,6.914913281892405
GesturePebbleZ2,455,Medium-long,moment_quant_approx,Transformation (training),0.04388892230053895,6.85615352061438
GesturePebbleZ2,455,Medium-long,moment_quant_exact,Classification (inference),0.006439995666732957,0.9751914272649499
GesturePebbleZ2,455,Medium-long,moment_quant_exact,Classification (training),0.4932691069353799,74.69442982747383
GesturePebbleZ2,455,Medium-long,moment_quant_exact,Transformation (inference),0.08205379036468606,12.425187388182023
GesturePebbleZ2,455,Medium-long,moment_quant_exact,Transformation (training),0.07861982643371443,11.905191357079188
GesturePebbleZ2,455,Medium-long,quant,Classification (inference),0.006417083366250106,0.9701306130295252
GesturePebbleZ2,455,Medium-long,quant,Classification (training),0.4941163236682769,74.70019394002645
GesturePebbleZ2,455,Medium-long,quant,Transformation (inference),0.08239760826594036,12.456818410622448
GesturePebbleZ2,455,Medium-long,quant,Transformation (training),0.07853490280006853,11.872857036321568
GunPoint,150,Medium-short,moment_quant_approx,Classification (inference),0.005468309733987503,3.9315999415678595
GunPoint,150,Medium-short,moment_quant_approx,Classification (training),0.08861478763283225,63.712172650695685
GunPoint,150,Medium-short,moment_quant_approx,Transformation (inference),0.024266388799393652,17.44702429578527
GunPoint,150,Medium-short,moment_quant_approx,Transformation (training),0.020736631833036232,14.909203111951191
GunPoint,150,Medium-short,moment_quant_exact,Classification (inference),0.00563242063241579,3.9019503583495454
GunPoint,150,Medium-short,moment_quant_exact,Classification (training),0.08956412773356225,62.046995974330336
GunPoint,150,Medium-short,moment_quant_exact,Transformation (inference),0.033834198766999134,23.439187628062122
GunPoint,150,Medium-short,moment_quant_exact,Transformation (training),0.015318107033332676,10.611866039257988
GunPoint,150,Medium-short,quant,Classification (inference),0.005587436033723201,3.6250208673416986
GunPoint,150,Medium-short,quant,Classification (training),0.08890458059977387,57.679579315324986
GunPoint,150,Medium-short,quant,Transformation (inference),0.033065584800594135,21.45231447296569
GunPoint,150,Medium-short,quant,Transformation (training),0.026577677732469322,17.24308534436762
GunPointAgeSpan,150,Medium-short,moment_quant_approx,Classification (inference),0.0066143180338257895,3.143457633201404
GunPointAgeSpan,150,Medium-short,moment_quant_approx,Classification (training),0.14625024303240933,69.50549406102176
GunPointAgeSpan,150,Medium-short,moment_quant_approx,Transformation (inference),0.03250177916755391,15.446485230130175
GunPointAgeSpan,150,Medium-short,moment_quant_approx,Transformation (training),0.02504903053389469,11.904563075646658
GunPointAgeSpan,150,Medium-short,moment_quant_exact,Classification (inference),0.006852009833043317,2.6864446063247804
GunPointAgeSpan,150,Medium-short,moment_quant_exact,Classification (training),0.14409699023308345,56.49562560936483
GunPointAgeSpan,150,Medium-short,moment_quant_exact,Transformation (inference),0.06934588470030571,27.18820936677116
GunPointAgeSpan,150,Medium-short,moment_quant_exact,Transformation (training),0.03476378336733125,13.629720417539241
GunPointAgeSpan,150,Medium-short,quant,Classification (inference),0.0069006846327586404,2.998037533681167
GunPointAgeSpan,150,Medium-short,quant,Classification (training),0.14417950143373062,62.639517655071
GunPointAgeSpan,150,Medium-short,quant,Transformation (inference),0.045891754233646935,19.937906019615273
GunPointAgeSpan,150,Medium-short,quant,Transformation (training),0.03320144996711552,14.424538791632555
GunPointMaleVersusFemale,150,Medium-short,moment_quant_approx,Classification (inference),0.006096517999443023,3.317926345641824
GunPointMaleVersusFemale,150,Medium-short,moment_quant_approx,Classification (training),0.12018254583429851,65.40730875334994
GunPointMaleVersusFemale,150,Medium-short,moment_quant_approx,Transformation (inference),0.03227228889954854,17.563644950077872
GunPointMaleVersusFemale,150,Medium-short,moment_quant_approx,Transformation (training),0.025193473532999586,13.711119950930371
GunPointMaleVersusFemale,150,Medium-short,moment_quant_exact,Classification (inference),0.00658931386691009,2.8204878554427997
GunPointMaleVersusFemale,150,Medium-short,moment_quant_exact,Classification (training),0.11943003339911225,51.12079430134699
GunPointMaleVersusFemale,150,Medium-short,moment_quant_exact,Transformation (inference),0.07266866809974691,31.105074061778094
GunPointMaleVersusFemale,150,Medium-short,moment_quant_exact,Transformation (training),0.03493518050066384,14.953643781432113
GunPointMaleVersusFemale,150,Medium-short,quant,Classification (inference),0.006350583200158576,3.1042071327137593
GunPointMaleVersusFemale,150,Medium-short,quant,Classification (training),0.11954885843369989,58.43627386039318
GunPointMaleVersusFemale,150,Medium-short,quant,Transformation (inference),0.0456711862328423,22.324378343700367
GunPointMaleVersusFemale,150,Medium-short,quant,Transformation (training),0.033009251266776084,16.13514066319269
GunPointOldVersusYoung,150,Medium-short,moment_quant_approx,Classification (inference),0.00564275829941224,4.054523543913747
GunPointOldVersusYoung,150,Medium-short,moment_quant_approx,Classification (training),0.07657639993437135,55.02288064941643
GunPointOldVersusYoung,150,Medium-short,moment_quant_approx,Transformation (inference),0.03202020843358086,23.00766435246785
GunPointOldVersusYoung,150,Medium-short,moment_quant_approx,Transformation (training),0.024932554232752053,17.914931454201966
GunPointOldVersusYoung,150,Medium-short,moment_quant_exact,Classification (inference),0.0059041860333915,3.1199418131659487
GunPointOldVersusYoung,150,Medium-short,moment_quant_exact,Classification (training),0.07826628466646066,41.35815719745764
GunPointOldVersusYoung,150,Medium-short,moment_quant_exact,Transformation (inference),0.06968196396701384,36.82195509671768
GunPointOldVersusYoung,150,Medium-short,moment_quant_exact,Transformation (training),0.03538782643275526,18.699945892658718
GunPointOldVersusYoung,150,Medium-short,quant,Classification (inference),0.0058744292002908035,3.5925133286657727
GunPointOldVersusYoung,150,Medium-short,quant,Classification (training),0.07833566803359034,47.90625981272858
GunPointOldVersusYoung,150,Medium-short,quant,Transformation (inference),0.045948750032645536,28.100006196285307
GunPointOldVersusYoung,150,Medium-short,quant,Transformation (training),0.033359800066439925,20.401220662320352
Ham,431,Medium-long,moment_quant_approx,Classification (inference),0.00581255973374932,1.29985385883801
Ham,431,Medium-long,moment_quant_approx,Classification (training),0.3663137749004818,81.91819020546596
Ham,431,Medium-long,moment_quant_approx,Transformation (inference),0.03623392786660887,8.102937968069554
Ham,431,Medium-long,moment_quant_approx,Transformation (training),0.038809986233536584,8.679017967626484
Ham,431,Medium-long,moment_quant_exact,Classification (inference),0.00600073059952891,1.237159385360983
Ham,431,Medium-long,moment_quant_exact,Classification (training),0.3753730235999682,77.38995301580246
Ham,431,Medium-long,moment_quant_exact,Transformation (inference),0.04877122363395752,10.055071803927804
Ham,431,Medium-long,moment_quant_exact,Transformation (training),0.05489605006756994,11.317815794908755
Ham,431,Medium-long,quant,Classification (inference),0.00603268470173735,1.2214440028667106
Ham,431,Medium-long,quant,Classification (training),0.3749070165671583,75.90781710947492
Ham,431,Medium-long,quant,Transformation (inference),0.05543184176567588,11.223343178045157
Ham,431,Medium-long,quant,Transformation (training),0.05752622776611432,11.6473957096132
HandOutlines,2709,Long,moment_quant_approx,Classification (inference),0.01738476250078136,0.06151814626480695
HandOutlines,2709,Long,moment_quant_approx,Classification (training),27.163675763832966,96.12204818180071
HandOutlines,2709,Long,moment_quant_approx,Transformation (inference),0.2618218124996929,0.926489076623799
HandOutlines,2709,Long,moment_quant_approx,Transformation (training),0.816685863934011,2.8899445953106713
HandOutlines,2709,Long,moment_quant_exact,Classification (inference),0.01738509163333215,0.057723007556074395
HandOutlines,2709,Long,moment_quant_exact,Classification (training),27.257483005499914,90.50190419873417
HandOutlines,2709,Long,moment_quant_exact,Transformation (inference),0.7495576347665822,2.4887255084920064
HandOutlines,2709,Long,moment_quant_exact,Transformation (training),2.0937063083331546,6.951647285217754
HandOutlines,2709,Long,quant,Classification (inference),0.017396383267138486,0.05514300209193037
HandOutlines,2709,Long,quant,Classification (training),27.265121776433563,86.42489901879001
HandOutlines,2709,Long,quant,Transformation (inference),1.129976192998341,3.5817950557597933
HandOutlines,2709,Long,quant,Transformation (training),3.1352680236338832,9.938162923358252
Haptics,1092,Long,moment_quant_approx,Classification (inference),0.011092415399616534,0.520338385975541
Haptics,1092,Long,moment_quant_approx,Classification (training),1.9088606152664094,89.54347775637203
Haptics,1092,Long,moment_quant_approx,Transformation (inference),0.13065618603310816,6.129001349925806
Haptics,1092,Long,moment_quant_approx,Transformation (training),0.08116035836695418,3.807182507726618
Haptics,1092,Long,moment_quant_exact,Classification (inference),0.011054424866112288,0.4967793074134557
Haptics,1092,Long,moment_quant_exact,Classification (training),1.8937363791340127,85.10339146940329
Haptics,1092,Long,moment_quant_exact,Transformation (inference),0.21249194169989397,9.549262029200305
Haptics,1092,Long,moment_quant_exact,Transformation (training),0.10793571673323939,4.850567193982948
Haptics,1092,Long,quant,Classification (inference),0.011081370767836496,0.46152143289497743
Haptics,1092,Long,quant,Classification (training),1.9015590139002598,79.19690255079796
Haptics,1092,Long,quant,Transformation (inference),0.31862186676589765,13.270092985994328
Haptics,1092,Long,quant,Transformation (training),0.16979000270002867,7.071483030312729
Herring,512,Medium-long,moment_quant_approx,Classification (inference),0.005396913932781853,1.5587605573831926
Herring,512,Medium-long,moment_quant_approx,Classification (training),0.2745409388669941,79.29412850062558
Herring,512,Medium-long,moment_quant_approx,Transformation (inference),0.03235122630042795,9.343824298137681
Herring,512,Medium-long,moment_quant_approx,Transformation (training),0.033942027866093336,9.803286643853557
Herring,512,Medium-long,moment_quant_exact,Classification (inference),0.005440172300344133,1.5717240042654763
Herring,512,Medium-long,moment_quant_exact,Classification (training),0.270031713899516,78.01505232140703
Herring,512,Medium-long,moment_quant_exact,Transformation (inference),0.03292026666701223,9.511017388932824
Herring,512,Medium-long,moment_quant_exact,Transformation (training),0.037735556933330326,10.902206285394671
Herring,512,Medium-long,quant,Classification (inference),0.00539914450030963,1.4653228198078183
Herring,512,Medium-long,quant,Classification (training),0.2703672486987974,73.3774210385152
Herring,512,Medium-long,quant,Transformation (inference),0.04552375823404868,12.355105846850382
Herring,512,Medium-long,quant,Transformation (training),0.04717094310011205,12.802150294826598
HouseTwenty,2000,Long,moment_quant_approx,Classification (inference),0.0067615805336875235,1.4130323236626483
HouseTwenty,2000,Long,moment_quant_approx,Classification (training),0.3269969084326779,68.33567966114866
HouseTwenty,2000,Long,moment_quant_approx,Transformation (inference),0.09425927496704385,19.69826458027864
HouseTwenty,2000,Long,moment_quant_approx,Transformation (training),0.05049786663342573,10.553023434910056
HouseTwenty,2000,Long,moment_quant_exact,Classification (inference),0.006618358332101043,1.3768371785905789
HouseTwenty,2000,Long,moment_quant_exact,Classification (training),0.24910437500002441,51.82193946587401
HouseTwenty,2000,Long,moment_quant_exact,Transformation (inference),0.16118253333406754,33.53129179442733
HouseTwenty,2000,Long,moment_quant_exact,Transformation (training),0.06378761663290783,13.269931561108084
HouseTwenty,2000,Long,quant,Classification (inference),0.00665103603314488,1.078889745314131
HouseTwenty,2000,Long,quant,Classification (training),0.24665379439951113,40.01064617516798
HouseTwenty,2000,Long,quant,Transformation (inference),0.2592832668002908,42.05932072662522
